date,lat,lon,weather,rain_mm,temperature_c
2025-01-02,-3.5986748292981825,134.36438814456818,cloudy,56.786322529049485,29.85036203018035
2025-01-01,-3.337150447298157,107.47315333793301,rain,32.307809001173794,32.86796742656467
2025-01-01,-4.92737210080139,125.00754164715966,cloudy,80.82405774279059,25.873939412341752
2025-01-03,0.5179394910755599,111.29973394066837,sunny,80.32188877978459,28.570755627520725
2025-01-02,-4.1804116595999155,99.088177280756,sunny,66.10948659404961,25.17619812201314
2025-01-02,1.0905306944179847,101.12242663923215,rain,33.26728886201402,20.524055920862708
2025-01-02,1.4971644830018533,139.95490468160315,sunny,74.93774131633202,28.72102939752246
2025-01-02,0.6669890634500826,129.11019769809076,sunny,8.366666139035296,33.34249281815623
2025-01-01,-1.0044670256041446,106.36305802034619,sunny,59.435538035011135,33.85593889773171
2025-01-03,-2.5684166875250085,103.40749396496032,cloudy,63.282477002430184,28.346198831782054
2025-01-03,-5.704178697893554,119.75798584113441,rain,98.4233719227988,28.93703261617256
2025-01-03,-5.829013448772393,104.24712643518778,cloudy,98.53806537359301,23.286157468580214
2025-01-03,-5.7611632714031344,108.05165502605,rain,83.78295898276072,30.460272583428186
2025-01-01,-4.699422516392504,128.5804103389171,cloudy,86.80331844707008,20.42245072858535
2025-01-01,1.2250966250300985,137.8215728849976,sunny,50.23986488787655,23.182332133076912
2025-01-01,-4.53412327572101,124.54694978314022,sunny,33.025163683248515,31.468311848164568
2025-01-03,0.20806750190265166,109.93689512099517,rain,11.960219073681966,33.244144314484245
2025-01-03,1.0059498652348937,131.87098894369723,rain,40.29107703439407,23.359381803161956
2025-01-03,-6.044518094588303,98.08001410724408,cloudy,99.78936039478008,22.438510832600386
2025-01-01,-0.8454847151471521,120.88194082047627,rain,75.69832898206462,33.84392239269877
2025-01-03,0.07515265304144503,98.45533533995629,rain,59.68950838142405,32.19303922645216
2025-01-02,-3.2212253788529663,118.15004119055337,cloudy,3.8139693519022577,22.211106572832627
2025-01-02,-2.8477963997212794,106.09444768115205,cloudy,24.313748133396384,32.393205876970924
2025-01-03,-1.0037986986583434,104.90128066495187,sunny,36.61602649562151,24.21428969957043
2025-01-01,-4.805754675311682,113.10296922476962,rain,81.7418419561747,21.466224543114635
2025-01-01,-4.510178743971711,112.16148029190266,rain,40.23603268952436,22.125450626738164
2025-01-03,-4.962713082112989,117.07729515758105,sunny,6.897833938913389,23.855237204048137
2025-01-03,0.37228727555874386,132.62622565032063,sunny,85.74416441697991,34.659057947320825
2025-01-01,-2.2231039866924043,112.94522139850285,sunny,65.26542102824287,26.140239439275035
2025-01-03,-3.0246349724072448,109.96536671985545,rain,34.09875342257228,32.82338771810451
2025-01-01,-4.971092130710677,102.67797349748616,cloudy,42.47286269422973,31.734650959826727
2025-01-02,-5.2680365411901375,131.47492049918964,rain,15.818838807044145,28.833164346664944
2025-01-01,-4.663459248565269,115.09651339784966,cloudy,3.1390817152313066,24.95771575749841
2025-01-03,-0.7156390098790961,130.70955736062857,rain,5.278156252301224,21.38478895747043
2025-01-03,-0.811094180110632,99.28984759416795,rain,81.17938508455464,32.604368837830094
2025-01-02,1.4059879915960636,138.43347607015707,rain,58.8858371221011,34.05320049128544
2025-01-01,-4.496760416727972,106.06287738505907,cloudy,95.40288228652543,25.058376623502248
2025-01-01,-2.002460570948923,103.1977652357464,rain,93.0136892809688,26.43285780224101
2025-01-03,-0.8344651837153938,125.6755990322734,cloudy,2.4133603333348685,21.026219992577747
2025-01-02,-1.4946678151736883,121.85048692242756,cloudy,23.66243202960543,25.02843603997375
2025-01-02,-1.3000567642455971,95.21749667433406,rain,73.10531312449545,33.49535173088867
2025-01-02,-2.3847380809316543,131.21845233901672,rain,46.6421506012958,24.438954010826443
2025-01-03,-3.460845514392085,125.0793158359536,sunny,88.11992886106309,33.06905945752729
2025-01-03,-4.036192739245585,103.50059114878619,sunny,80.26211437335128,32.293606236863226
2025-01-03,-5.693983586068147,121.5458833357431,rain,72.71417638603388,34.33711470519359
2025-01-03,-2.015961583400646,104.21423969616694,cloudy,57.336725785387564,34.363412064695794
2025-01-03,-4.437612532685285,105.4031601644118,rain,56.18850425069183,34.32197403138207
2025-01-01,-2.949103625173275,103.39277544405533,cloudy,40.42130250490141,34.87825054625853
2025-01-02,-5.712927439983923,120.29386798559922,sunny,11.089980954670919,28.940793185584837
2025-01-02,-2.5596450665656536,130.69770701662353,sunny,95.5007358492461,34.185710073083875
2025-01-02,1.4381753991901238,139.85001812633533,rain,73.68751024304629,31.459575724182272
2025-01-02,-1.1470718577304417,135.722721482384,rain,82.71699688134905,27.9722016572574
2025-01-02,-0.47271210159880006,111.39621499882813,cloudy,14.361311007514432,27.142050028294754
2025-01-03,-1.2184198863098743,113.47906910928185,sunny,13.18306786881579,24.22458148743307
2025-01-03,-3.2374369075931613,102.7455261115371,rain,44.42267643720251,25.40372788757627
2025-01-02,1.2321272314405567,109.17832121098728,cloudy,60.50764382926762,33.437765390645936
2025-01-01,-4.2674693038292055,122.45431579580226,sunny,44.08747052232951,24.17475978997675
2025-01-01,-3.3669041057086235,111.55111344294754,cloudy,61.794155581479124,26.190719800741782
2025-01-02,1.3333449287547063,101.33866100290929,sunny,13.708474107043134,31.980329806859658
2025-01-01,-4.543338368391931,126.75292129526167,sunny,46.03925103149537,31.765134638870407
2025-01-02,-4.943240709015713,104.41158989077968,rain,33.253696883593754,31.686380654623377
2025-01-01,-4.556947770085688,126.7990473788135,rain,44.781566250747204,34.69704734711003
2025-01-01,1.0811005868593204,133.02167083425667,cloudy,58.12895604065774,33.75974612181744
2025-01-01,-5.368893989185079,128.9154770014494,cloudy,10.085411894247919,34.840479071145836
2025-01-02,-0.5726782442361662,95.79454793514392,sunny,2.812467109887662,29.144321926110607
2025-01-02,-1.6593348564126513,128.77463123008647,sunny,57.315084784196245,26.783262292034678
